Gene Symbol,Description,Category,Gifts,GC Id,Relevance score, GeneCards Link
"SLAMF7","SLAM Family Member 7","Protein Coding","40","GC01P160709","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLAMF7"
"RAB1B","RAB1B, Member RAS Oncogene Family","Protein Coding","40","GC11P067566","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAB1B"
"PUS7","Pseudouridine Synthase 7","Protein Coding","40","GC07M105439","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PUS7"
"SLC3A2","Solute Carrier Family 3 Member 2","Protein Coding","40","GC11P062856","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC3A2"
"SH3BP4","SH3 Domain Binding Protein 4","Protein Coding","40","GC02P234951","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SH3BP4"
"SLC6A11","Solute Carrier Family 6 Member 11","Protein Coding","40","GC03P011442","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC6A11"
"TNFRSF8","TNF Receptor Superfamily Member 8","Protein Coding","40","GC01P012063","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNFRSF8"
"TNNI3K","TNNI3 Interacting Kinase","Protein Coding","40","GC01P074235","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNNI3K"
"PTGDR2","Prostaglandin D2 Receptor 2","Protein Coding","40","GC11M060850","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTGDR2"
"RHOC","Ras Homolog Family Member C","Protein Coding","40","GC01M112701","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RHOC"
"RYK","Receptor Like Tyrosine Kinase","Protein Coding","40","GC03M134065","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RYK"
"SBDS","SBDS Ribosome Maturation Factor","Protein Coding","40","GC07M066987","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SBDS"
"TCF7L1","Transcription Factor 7 Like 1","Protein Coding","40","GC02P085133","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TCF7L1"
"TCN1","Transcobalamin 1","Protein Coding","40","GC11M077209","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TCN1"
"TFEB","Transcription Factor EB","Protein Coding","40","GC06M054395","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TFEB"
"SULF1","Sulfatase 1","Protein Coding","40","GC08P069466","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SULF1"
"PFKFB1","6-Phosphofructo-2-Kinase/Fructose-2,6-Biphosphatase 1","Protein Coding","40","GC0XM054932","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PFKFB1"
"RPL26","Ribosomal Protein L26","Protein Coding","40","GC17M008377","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPL26"
"RPS26","Ribosomal Protein S26","Protein Coding","40","GC12P056043","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS26"
"RPS29","Ribosomal Protein S29","Protein Coding","40","GC14M049570","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS29"
"SERPINB3","Serpin Family B Member 3","Protein Coding","40","GC18M063655","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SERPINB3"
"SNRPE","Small Nuclear Ribonucleoprotein Polypeptide E","Protein Coding","40","GC01P203890","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNRPE"
"VPS37A","VPS37A Subunit Of ESCRT-I","Protein Coding","40","GC08P017246","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VPS37A"
"WNT16","Wnt Family Member 16","Protein Coding","40","GC07P121325","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WNT16"
"WNT8A","Wnt Family Member 8A","Protein Coding","40","GC05P138109","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WNT8A"
"WNT8B","Wnt Family Member 8B","Protein Coding","40","GC10P100463","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WNT8B"
"SMYD3","SET And MYND Domain Containing 3","Protein Coding","40","GC01M245749","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMYD3"
"WNT6","Wnt Family Member 6","Protein Coding","40","GC02P218859","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WNT6"
"WNT9A","Wnt Family Member 9A","Protein Coding","40","GC01M227920","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WNT9A"
"DIO2","Iodothyronine Deiodinase 2","Protein Coding","39","GC14M080197","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DIO2"
"DNAJA3","DnaJ Heat Shock Protein Family (Hsp40) Member A3","Protein Coding","39","GC16P004425","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNAJA3"
"DPM3","Dolichyl-Phosphate Mannosyltransferase Subunit 3, Regulatory","Protein Coding","39","GC01M155112","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DPM3"
"ACTN3","Actinin Alpha 3","Protein Coding","39","GC11P066546","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACTN3"
"AKTIP","AKT Interacting Protein","Protein Coding","39","GC16M053492","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AKTIP"
"CD6","CD6 Molecule","Protein Coding","39","GC11P060971","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD6"
"CXCL11","C-X-C Motif Chemokine Ligand 11","Protein Coding","39","GC04M076033","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CXCL11"
"CXCR5","C-X-C Motif Chemokine Receptor 5","Protein Coding","39","GC11P118912","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CXCR5"
"COIL","Coilin","Protein Coding","39","GC17M056938","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COIL"
"CLEC3B","C-Type Lectin Domain Family 3 Member B","Protein Coding","39","GC03P045913","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLEC3B"
"CLTCL1","Clathrin Heavy Chain Like 1","Protein Coding","39","GC22M019180","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLTCL1"
"AZIN1","Antizyme Inhibitor 1","Protein Coding","39","GC08M102826","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AZIN1"
"ATF7","Activating Transcription Factor 7","Protein Coding","39","GC12M053527","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATF7"
"DLGAP5","DLG Associated Protein 5","Protein Coding","39","GC14M055148","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DLGAP5"
"CLDN11","Claudin 11","Protein Coding","39","GC03P170418","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLDN11"
"CHST8","Carbohydrate Sulfotransferase 8","Protein Coding","39","GC19P033621","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHST8"
"CLCF1","Cardiotrophin Like Cytokine Factor 1","Protein Coding","39","GC11M067364","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLCF1"
"EXOC4","Exocyst Complex Component 4","Protein Coding","39","GC07P133253","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EXOC4"
"DYNLRB2","Dynein Light Chain Roadblock-Type 2","Protein Coding","39","GC16P080540","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DYNLRB2"
"ELOVL6","ELOVL Fatty Acid Elongase 6","Protein Coding","39","GC04M110045","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ELOVL6"
"ISG20","Interferon Stimulated Exonuclease Gene 20","Protein Coding","39","GC15P088635","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ISG20"
"EMG1","EMG1 N1-Specific Pseudouridine Methyltransferase","Protein Coding","39","GC12P006970","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EMG1"
"FAT1","FAT Atypical Cadherin 1","Protein Coding","39","GC04M186587","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAT1"
"FGL1","Fibrinogen Like 1","Protein Coding","39","GC08M017864","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FGL1"
"FGL2","Fibrinogen Like 2","Protein Coding","39","GC07M077193","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FGL2"
"GLYAT","Glycine-N-Acyltransferase","Protein Coding","39","GC11M077079","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GLYAT"
"GALNT11","Polypeptide N-Acetylgalactosaminyltransferase 11","Protein Coding","39","GC07P152025","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GALNT11"
"HDGF","Heparin Binding Growth Factor","Protein Coding","39","GC01M156837","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HDGF"
"HEPACAM","Hepatic And Glial Cell Adhesion Molecule","Protein Coding","39","GC11M124919","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HEPACAM"
"HSD17B8","Hydroxysteroid 17-Beta Dehydrogenase 8","Protein Coding","39","GC06P064196","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSD17B8"
"IL11","Interleukin 11","Protein Coding","39","GC19M055364","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL11"
"GLIPR1","GLI Pathogenesis Related 1","Protein Coding","39","GC12P075480","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GLIPR1"
"HTATIP2","HIV-1 Tat Interactive Protein 2","Protein Coding","39","GC11P020363","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HTATIP2"
"KIRREL2","Kirre Like Nephrin Family Adhesion Molecule 2","Protein Coding","39","GC19P043524","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KIRREL2"
"KLRK1","Killer Cell Lectin Like Receptor K1","Protein Coding","39","GC12M017573","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KLRK1"
"MVP","Major Vault Protein","Protein Coding","39","GC16P036901","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MVP"
"NKX2-2","NK2 Homeobox 2","Protein Coding","39","GC20M021511","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NKX2-2"
"NPPC","Natriuretic Peptide C","Protein Coding","39","GC02M231921","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NPPC"
"MSLN","Mesothelin","Protein Coding","39","GC16P007368","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MSLN"
"MBD2","Methyl-CpG Binding Domain Protein 2","Protein Coding","39","GC18M054151","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MBD2"
"MCAM","Melanoma Cell Adhesion Molecule","Protein Coding","39","GC11M119308","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MCAM"
"PLAG1","PLAG1 Zinc Finger","Protein Coding","39","GC08M056193","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLAG1"
"PINX1","PIN2 (TERF1) Interacting Telomerase Inhibitor 1","Protein Coding","39","GC08M010764","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PINX1"
"MOV10","Mov10 RISC Complex RNA Helicase","Protein Coding","39","GC01P112673","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MOV10"
"HLA-DOA","Major Histocompatibility Complex, Class II, DO Alpha","Protein Coding","39","GC06M033004","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HLA-DOA"
"PEG10","Paternally Expressed 10","Protein Coding","39","GC07P094656","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PEG10"
"RCHY1","Ring Finger And CHY Zinc Finger Domain Containing 1","Protein Coding","39","GC04M075479","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RCHY1"
"RCOR1","REST Corepressor 1","Protein Coding","39","GC14P102592","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RCOR1"
"SH2D2A","SH2 Domain Containing 2A","Protein Coding","39","GC01M156845","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SH2D2A"
"PTPRH","Protein Tyrosine Phosphatase Receptor Type H","Protein Coding","39","GC19M055181","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTPRH"
"NEO1","Neogenin 1","Protein Coding","39","GC15P073051","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NEO1"
"TERF2","Telomeric Repeat Binding Factor 2","Protein Coding","39","GC16M069355","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TERF2"
"UBE4A","Ubiquitination Factor E4A","Protein Coding","39","GC11P118359","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBE4A"
"UNC13A","Unc-13 Homolog A","Protein Coding","39","GC19M017603","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UNC13A"
"TNFSF4","TNF Superfamily Member 4","Protein Coding","39","GC01M173183","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNFSF4"
"TNIP1","TNFAIP3 Interacting Protein 1","Protein Coding","39","GC05M151029","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNIP1"
"TPPP","Tubulin Polymerization Promoting Protein","Protein Coding","39","GC05M000659","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TPPP"
"UBA6","Ubiquitin Like Modifier Activating Enzyme 6","Protein Coding","39","GC04M067612","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBA6"
"PIGR","Polymeric Immunoglobulin Receptor","Protein Coding","39","GC01M206928","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIGR"
"PITPNA","Phosphatidylinositol Transfer Protein Alpha","Protein Coding","39","GC17M001892","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PITPNA"
"PKP4","Plakophilin 4","Protein Coding","39","GC02P158456","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PKP4"
"PSMD10","Proteasome 26S Subunit, Non-ATPase 10","Protein Coding","39","GC0XM108084","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSMD10"
"RECK","Reversion Inducing Cysteine Rich Protein With Kazal Motifs","Protein Coding","39","GC09P036036","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RECK"
"RFX2","Regulatory Factor X2","Protein Coding","39","GC19M005993","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RFX2"
"STAP1","Signal Transducing Adaptor Family Member 1","Protein Coding","39","GC04P067558","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STAP1"
"STEAP4","STEAP4 Metalloreductase","Protein Coding","39","GC07M088342","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STEAP4"
"PRDM2","PR/SET Domain 2","Protein Coding","39","GC01P013808","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRDM2"
"SETX","Senataxin","Protein Coding","39","GC09M132261","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SETX"
"ZNF423","Zinc Finger Protein 423","Protein Coding","39","GC16M049487","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF423"
"DEPDC5","DEP Domain Containing 5, GATOR1 Subcomplex Subunit","Protein Coding","38","GC22P031753","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DEPDC5"
"CD99","CD99 Molecule (Xg Blood Group)","Protein Coding","38","GC0XP002691","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD99"
"AGMAT","Agmatinase","Protein Coding","38","GC01M015571","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AGMAT"
"ABCG4","ATP Binding Cassette Subfamily G Member 4","Protein Coding","38","GC11P119281","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABCG4"
"ADGRE5","Adhesion G Protein-Coupled Receptor E5","Protein Coding","38","GC19P014381","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADGRE5"
"ECI2","Enoyl-CoA Delta Isomerase 2","Protein Coding","38","GC06M004115","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ECI2"
"ELP3","Elongator Acetyltransferase Complex Subunit 3","Protein Coding","38","GC08P028089","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ELP3"
"MYOM1","Myomesin 1","Protein Coding","38","GC18M003066","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYOM1"
"OBSCN","Obscurin, Cytoskeletal Calmodulin And Titin-Interacting RhoGEF","Protein Coding","38","GC01P228208","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OBSCN"
"NEXN","Nexilin F-Actin Binding Protein","Protein Coding","38","GC01P077898","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NEXN"
"MAPKBP1","Mitogen-Activated Protein Kinase Binding Protein 1","Protein Coding","38","GC15P041775","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAPKBP1"
"LRP1B","LDL Receptor Related Protein 1B","Protein Coding","38","GC02M140231","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LRP1B"
"NDRG4","NDRG Family Member 4","Protein Coding","38","GC16P058462","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NDRG4"
"MGAT5","Alpha-1,6-Mannosylglycoprotein 6-Beta-N-Acetylglucosaminyltransferase","Protein Coding","38","GC02P134119","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MGAT5"
"HOXC4","Homeobox C4","Protein Coding","38","GC12P054016","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HOXC4"
"RIOK3","RIO Kinase 3","Protein Coding","38","GC18P023452","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RIOK3"
"SAFB","Scaffold Attachment Factor B","Protein Coding","38","GC19P005623","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SAFB"
"SCARA5","Scavenger Receptor Class A Member 5","Protein Coding","38","GC08M027869","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SCARA5"
"SLAMF6","SLAM Family Member 6","Protein Coding","38","GC01M160454","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLAMF6"
"SLC39A1","Solute Carrier Family 39 Member 1","Protein Coding","38","GC01M153960","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC39A1"
"TRIM22","Tripartite Motif Containing 22","Protein Coding","38","GC11P005689","0.269043922424316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRIM22"
