Gene Symbol,Description,Category,Gifts,GC Id,Relevance score, GeneCards Link
"HRNR","Hornerin","Protein Coding","34","GC01M152184","0.41179034113884","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HRNR"
"VEGFD","Vascular Endothelial Growth Factor D","Protein Coding","32","GC0XM015345","0.41179034113884","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VEGFD"
"IGES","Immunoglobulin E Concentration, Serum","Genetic Locus","4","GC05U990033","0.41179034113884","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGES"
"SLC27A4","Solute Carrier Family 27 Member 4","Protein Coding","44","GC09P128340","0.408424735069275","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC27A4"
"MYF6","Myogenic Factor 6","Protein Coding","41","GC12P080707","0.408424735069275","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYF6"
"BUB1B","BUB1 Mitotic Checkpoint Serine/Threonine Kinase B","Protein Coding","48","GC15P040161","0.405529230833054","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BUB1B"
"BUB1","BUB1 Mitotic Checkpoint Serine/Threonine Kinase","Protein Coding","48","GC02M110637","0.405529230833054","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BUB1"
"BUB3","BUB3 Mitotic Checkpoint Protein","Protein Coding","45","GC10P123154","0.405529230833054","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BUB3"
"CEP57","Centrosomal Protein 57","Protein Coding","40","GC11P095789","0.405529230833054","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CEP57"
"CDK5","Cyclin Dependent Kinase 5","Protein Coding","51","GC07M151053","0.405376434326172","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDK5"
"ALPL","Alkaline Phosphatase, Biomineralization Associated","Protein Coding","48","GC01P021508","0.405376434326172","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALPL"
"ANGPTL4","Angiopoietin Like 4","Protein Coding","43","GC19P008363","0.405376434326172","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANGPTL4"
"STMN1","Stathmin 1","Protein Coding","41","GC01M025884","0.405376434326172","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STMN1"
"IL11","Interleukin 11","Protein Coding","39","GC19M055364","0.405376434326172","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL11"
"HTATIP2","HIV-1 Tat Interactive Protein 2","Protein Coding","39","GC11P020363","0.405376434326172","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HTATIP2"
"FBLIM1","Filamin Binding LIM Protein 1","Protein Coding","37","GC01P015756","0.405376434326172","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FBLIM1"
"NDRG2","NDRG Family Member 2","Protein Coding","37","GC14M021016","0.405376434326172","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NDRG2"
"PLXNA3","Plexin A3","Protein Coding","36","GC0XP154458","0.405376434326172","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLXNA3"
"CCL27","C-C Motif Chemokine Ligand 27","Protein Coding","35","GC09M034662","0.405376434326172","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCL27"
"MIR26A2","MicroRNA 26a-2","RNA Gene","20","GC12M057824","0.405376434326172","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR26A2"
"YWHAH","Tyrosine 3-Monooxygenase/Tryptophan 5-Monooxygenase Activation Protein Eta","Protein Coding","45","GC22P031944","0.398674100637436","https://www.genecards.org/cgi-bin/carddisp.pl?gene=YWHAH"
"EHMT2","Euchromatic Histone Lysine Methyltransferase 2","Protein Coding","44","GC06M031879","0.398674100637436","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EHMT2"
"RBBP8","RB Binding Protein 8, Endonuclease","Protein Coding","43","GC18P022798","0.398674100637436","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RBBP8"
"NEIL3","Nei Like DNA Glycosylase 3","Protein Coding","36","GC04P177309","0.398674100637436","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NEIL3"
"NR2C2","Nuclear Receptor Subfamily 2 Group C Member 2","Protein Coding","43","GC03P014947","0.392581522464752","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NR2C2"
"CCN6","Cellular Communication Network Factor 6","Protein Coding","32","GC06P112053","0.37509024143219","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCN6"
"FOXO3","Forkhead Box O3","Protein Coding","42","GC06P108559","0.367859244346619","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FOXO3"
"MAP2","Microtubule Associated Protein 2","Protein Coding","41","GC02P209424","0.367859244346619","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAP2"
"CDK6","Cyclin Dependent Kinase 6","Protein Coding","51","GC07M092604","0.365445554256439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDK6"
"CCNE1","Cyclin E1","Protein Coding","47","GC19P029811","0.365445554256439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCNE1"
"WNT7A","Wnt Family Member 7A","Protein Coding","47","GC03M018339","0.365445554256439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WNT7A"
"FAAH","Fatty Acid Amide Hydrolase","Protein Coding","46","GC01P046394","0.365445554256439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAAH"
"PLCG1","Phospholipase C Gamma 1","Protein Coding","46","GC20P041136","0.365445554256439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLCG1"
"RPL11","Ribosomal Protein L11","Protein Coding","46","GC01P023691","0.365445554256439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPL11"
"RPS19","Ribosomal Protein S19","Protein Coding","46","GC19P043797","0.365445554256439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS19"
"RPL5","Ribosomal Protein L5","Protein Coding","45","GC01P092832","0.365445554256439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPL5"
"CNR2","Cannabinoid Receptor 2","Protein Coding","44","GC01M023870","0.365445554256439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CNR2"
"HNRNPA1","Heterogeneous Nuclear Ribonucleoprotein A1","Protein Coding","44","GC12P054280","0.365445554256439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HNRNPA1"
"NME1","NME/NM23 Nucleoside Diphosphate Kinase 1","Protein Coding","44","GC17P051154","0.365445554256439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NME1"
"PHKB","Phosphorylase Kinase Regulatory Subunit Beta","Protein Coding","44","GC16P047436","0.365445554256439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PHKB"
"TUBB2A","Tubulin Beta 2A Class IIa","Protein Coding","44","GC06M003153","0.365445554256439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TUBB2A"
"AGRN","Agrin","Protein Coding","43","GC01P001020","0.365445554256439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AGRN"
"ACSL4","Acyl-CoA Synthetase Long Chain Family Member 4","Protein Coding","43","GC0XM109624","0.365445554256439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACSL4"
"CCKBR","Cholecystokinin B Receptor","Protein Coding","43","GC11P006259","0.365445554256439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCKBR"
"PIAS1","Protein Inhibitor Of Activated STAT 1","Protein Coding","43","GC15P068054","0.365445554256439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIAS1"
"PNPLA2","Patatin Like Phospholipase Domain Containing 2","Protein Coding","43","GC11P001264","0.365445554256439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PNPLA2"
"MAD2L1","Mitotic Arrest Deficient 2 Like 1","Protein Coding","43","GC04M120055","0.365445554256439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAD2L1"
"RUVBL2","RuvB Like AAA ATPase 2","Protein Coding","43","GC19P048993","0.365445554256439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RUVBL2"
"S1PR1","Sphingosine-1-Phosphate Receptor 1","Protein Coding","43","GC01P101236","0.365445554256439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=S1PR1"
"RPL10","Ribosomal Protein L10","Protein Coding","43","GC0XP154389","0.365445554256439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPL10"
"RPS10","Ribosomal Protein S10","Protein Coding","43","GC06M054311","0.365445554256439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS10"
"WNT7B","Wnt Family Member 7B","Protein Coding","43","GC22M045920","0.365445554256439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WNT7B"
"HSPA2","Heat Shock Protein Family A (Hsp70) Member 2","Protein Coding","42","GC14P064535","0.365445554256439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSPA2"
"RPL15","Ribosomal Protein L15","Protein Coding","42","GC03P023916","0.365445554256439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPL15"
"RPS14","Ribosomal Protein S14","Protein Coding","42","GC05M150443","0.365445554256439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS14"
"CTNNA2","Catenin Alpha 2","Protein Coding","41","GC02P079185","0.365445554256439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTNNA2"
"MDK","Midkine","Protein Coding","41","GC11P046380","0.365445554256439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MDK"
"USP11","Ubiquitin Specific Peptidase 11","Protein Coding","41","GC0XP047232","0.365445554256439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=USP11"
"RPS17","Ribosomal Protein S17","Protein Coding","41","GC15M082536","0.365445554256439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS17"
"RPS24","Ribosomal Protein S24","Protein Coding","41","GC10P078033","0.365445554256439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS24"
"RPS27","Ribosomal Protein S27","Protein Coding","41","GC01P153991","0.365445554256439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS27"
"TSPO","Translocator Protein","Protein Coding","41","GC22P043151","0.365445554256439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TSPO"
"AKAP12","A-Kinase Anchoring Protein 12","Protein Coding","40","GC06P151239","0.365445554256439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AKAP12"
"SULF1","Sulfatase 1","Protein Coding","40","GC08P069466","0.365445554256439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SULF1"
"RPL26","Ribosomal Protein L26","Protein Coding","40","GC17M008377","0.365445554256439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPL26"
"RPS26","Ribosomal Protein S26","Protein Coding","40","GC12P056043","0.365445554256439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS26"
"DIO2","Iodothyronine Deiodinase 2","Protein Coding","39","GC14M080197","0.365445554256439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DIO2"
"CLEC3B","C-Type Lectin Domain Family 3 Member B","Protein Coding","39","GC03P045913","0.365445554256439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLEC3B"
"CLTCL1","Clathrin Heavy Chain Like 1","Protein Coding","39","GC22M019180","0.365445554256439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLTCL1"
"PRDM2","PR/SET Domain 2","Protein Coding","39","GC01P013808","0.365445554256439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRDM2"
"DDX21","DExD-Box Helicase 21","Protein Coding","37","GC10P068956","0.365445554256439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DDX21"
"GRK2","G Protein-Coupled Receptor Kinase 2","Protein Coding","37","GC11P067266","0.365445554256439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GRK2"
"IL32","Interleukin 32","Protein Coding","37","GC16P007465","0.365445554256439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL32"
"PIEZO1","Piezo Type Mechanosensitive Ion Channel Component 1","Protein Coding","37","GC16M088715","0.365445554256439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIEZO1"
"LARP1","La Ribonucleoprotein 1, Translational Regulator","Protein Coding","37","GC05P154682","0.365445554256439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LARP1"
"SF3B2","Splicing Factor 3b Subunit 2","Protein Coding","37","GC11P066050","0.365445554256439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SF3B2"
"RPL38","Ribosomal Protein L38","Protein Coding","36","GC17P074204","0.365445554256439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPL38"
"H2AZ1","H2A.Z Variant Histone 1","Protein Coding","31","GC04M099949","0.365445554256439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=H2AZ1"
"SERHL","Serine Hydrolase Like (Pseudogene)","Pseudogene","22","GC22P042500","0.365445554256439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SERHL"
"MIR199A2","MicroRNA 199a-2","RNA Gene","19","GC01M172235","0.365445554256439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR199A2"
"MIR15B","MicroRNA 15b","RNA Gene","18","GC03P160404","0.365445554256439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR15B"
"MIR129-1","MicroRNA 129-1","RNA Gene","17","GC07P128207","0.365445554256439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR129-1"
"MIR133A1","MicroRNA 133a-1","RNA Gene","17","GC18M021826","0.365445554256439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR133A1"
"BDKRB2","Bradykinin Receptor B2","Protein Coding","43","GC14P096205","0.362355649471283","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BDKRB2"
"LRG1","Leucine Rich Alpha-2-Glycoprotein 1","Protein Coding","37","GC19M004546","0.362355649471283","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LRG1"
"ADORA2A","Adenosine A2a Receptor","Protein Coding","44","GC22P024417","0.361941456794739","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADORA2A"
"CCN1","Cellular Communication Network Factor 1","Protein Coding","29","GC01P085581","0.361941456794739","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCN1"
"LGALS1","Galectin 1","Protein Coding","41","GC22P037675","0.331715613603592","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LGALS1"
"ROCK1","Rho Associated Coiled-Coil Containing Protein Kinase 1","Protein Coding","48","GC18M020946","0.328365117311478","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ROCK1"
"CCN5","Cellular Communication Network Factor 5","Protein Coding","29","GC20P044715","0.326502174139023","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCN5"
"CPEB1","Cytoplasmic Polyadenylation Element Binding Protein 1","Protein Coding","38","GC15M082543","0.322010606527328","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CPEB1"
"CPEB4","Cytoplasmic Polyadenylation Element Binding Protein 4","Protein Coding","35","GC05P173888","0.322010606527328","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CPEB4"
"PRNP","Prion Protein","Protein Coding","44","GC20P004686","0.30560776591301","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRNP"
"VASP","Vasodilator Stimulated Phosphoprotein","Protein Coding","41","GC19P045507","0.291784733533859","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VASP"
"ADAM15","ADAM Metallopeptidase Domain 15","Protein Coding","40","GC01P155023","0.279777020215988","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADAM15"
"ITGB3","Integrin Subunit Beta 3","Protein Coding","48","GC17P047709","0.255931258201599","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITGB3"
"FOLH1","Folate Hydrolase 1","Protein Coding","45","GC11M077013","0.255931258201599","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FOLH1"
"PRDX5","Peroxiredoxin 5","Protein Coding","44","GC11P064317","0.255931258201599","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRDX5"
"MARK2","Microtubule Affinity Regulating Kinase 2","Protein Coding","43","GC11P063838","0.255931258201599","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MARK2"
"SCN7A","Sodium Voltage-Gated Channel Alpha Subunit 7","Protein Coding","39","GC02M166403","0.255931258201599","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SCN7A"
"GDF9","Growth Differentiation Factor 9","Protein Coding","38","GC05M132861","0.255931258201599","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GDF9"
"MIR188","MicroRNA 188","RNA Gene","16","GC0XP050003","0.255931258201599","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR188"
"NR3C1","Nuclear Receptor Subfamily 3 Group C Member 1","Protein Coding","48","GC05M143277","0.249136984348297","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NR3C1"
"CD74","CD74 Molecule","Protein Coding","41","GC05M150378","0.249136984348297","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD74"
"EDNRB","Endothelin Receptor Type B","Protein Coding","48","GC13M077895","0.209206119179726","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EDNRB"
"GRIN1","Glutamate Ionotropic Receptor NMDA Type Subunit 1","Protein Coding","48","GC09P137138","0.209206119179726","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GRIN1"
"PAK1","P21 (RAC1) Activated Kinase 1","Protein Coding","47","GC11M078417","0.209206119179726","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PAK1"
"PPP2CA","Protein Phosphatase 2 Catalytic Subunit Alpha","Protein Coding","47","GC05M134194","0.209206119179726","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPP2CA"
"AKR1B1","Aldo-Keto Reductase Family 1 Member B","Protein Coding","45","GC07M134442","0.209206119179726","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AKR1B1"
"EPHA1","EPH Receptor A1","Protein Coding","45","GC07M143390","0.209206119179726","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EPHA1"
"PPP2R1A","Protein Phosphatase 2 Scaffold Subunit Aalpha","Protein Coding","45","GC19P052189","0.209206119179726","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPP2R1A"
"SETD2","SET Domain Containing 2, Histone Lysine Methyltransferase","Protein Coding","45","GC03M047033","0.209206119179726","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SETD2"
"HSD11B2","Hydroxysteroid 11-Beta Dehydrogenase 2","Protein Coding","44","GC16P067433","0.209206119179726","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSD11B2"
"PEPD","Peptidase D","Protein Coding","44","GC19M033386","0.209206119179726","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PEPD"
"RAP1A","RAP1A, Member Of RAS Oncogene Family","Protein Coding","44","GC01P111542","0.209206119179726","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAP1A"
"CYP2J2","Cytochrome P450 Family 2 Subfamily J Member 2","Protein Coding","43","GC01M059893","0.209206119179726","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYP2J2"
"PDE1A","Phosphodiesterase 1A","Protein Coding","41","GC02M182140","0.209206119179726","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDE1A"
"MMP24","Matrix Metallopeptidase 24","Protein Coding","41","GC20P035226","0.209206119179726","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MMP24"
"SENP1","SUMO Specific Peptidase 1","Protein Coding","41","GC12M048042","0.209206119179726","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SENP1"
"RBBP4","RB Binding Protein 4, Chromatin Remodeling Factor","Protein Coding","41","GC01P032651","0.209206119179726","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RBBP4"
